,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1828,1839-UMACK,Male,False,False,False,42,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,25.05,949.85,False
1829,3030-YDNRM,Male,False,False,False,8,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.85,572.45,False
1830,7321-KKSDU,Male,False,False,True,32,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.5,696.8,False
1831,3402-XRIUO,Female,True,True,False,22,True,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,True,Mailed check,63.55,1381.8,False
1832,3132-TVFDZ,Male,True,True,False,57,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,44.85,2572.95,True
1833,8286-AFUYI,Male,False,False,False,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,47.95,47.95,False
1834,8080-DDEMJ,Male,True,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,45.1,45.1,True
1835,8356-WUAOJ,Female,False,True,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,45.0,45.0,False
1836,6365-MTGZX,Male,False,False,False,24,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,96.0,2122.45,True
1837,1349-WXNGG,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.05,20.05,True
1838,8058-DMYRU,Male,True,False,False,54,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,90.05,4931.8,False
1839,9350-ZXYJC,Female,False,False,False,4,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.3,116.95,False
1840,6990-YNRIO,Male,False,True,True,65,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),108.65,6937.95,True
1841,8958-JPTRR,Female,False,True,False,56,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,24.3,1261.7,False
1842,6959-GQEGV,Male,False,False,False,45,True,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,75.95,3273.8,False
1843,3173-WSSUE,Female,False,True,True,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.7,1415.85,False
1844,1265-HVPZB,Male,False,True,False,59,True,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,False,Credit card (automatic),66.4,3958.2,False
1845,4115-UMJFQ,Male,False,False,False,69,False,No phone service,DSL,No,Yes,Yes,No,No,No,One year,True,Bank transfer (automatic),35.75,2492.25,False
1846,7369-TRPFD,Male,False,False,False,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,18.8,279.2,False
1847,1098-KFQEC,Female,False,True,True,55,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.4,1083.0,False
1848,7190-XHTWJ,Female,False,False,False,38,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.3,755.5,False
1849,0621-TWIEM,Male,False,False,False,10,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,45.55,402.6,True
1850,3537-RYBHH,Female,True,True,False,47,True,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,True,Credit card (automatic),67.45,3252.0,False
1851,2485-ITVKB,Female,False,True,False,2,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,35.1,68.75,True
1852,3669-OYSJI,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),46.2,46.2,True
1853,1612-EOHDH,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,45.15,45.15,True
1854,6702-OHFWR,Male,True,False,False,1,False,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,43.3,43.3,True
1855,5296-BFCYD,Male,False,True,True,46,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.1,936.85,False
1856,4510-PYUSH,Female,True,False,False,38,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),57.15,2250.65,True
1857,9359-JANWS,Female,False,True,False,65,True,No,DSL,Yes,No,Yes,Yes,No,No,Two year,False,Credit card (automatic),58.9,3857.1,False
1858,7517-SAWMO,Female,False,True,False,19,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,73.2,1441.1,True
1859,4143-HHPMK,Male,False,False,False,52,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,85.35,4338.6,True
1860,3279-DYZQM,Male,False,True,True,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.45,1378.45,False
1861,7054-LGEQW,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,45.95,45.95,True
1862,0523-VNGTF,Female,True,False,False,52,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,True,Electronic check,50.5,2566.3,False
1863,9575-IWCAZ,Male,False,True,False,6,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,25.1,171.0,False
1864,7105-MXJLL,Female,True,True,False,26,True,No,DSL,No,No,Yes,No,No,Yes,One year,False,Mailed check,60.7,1597.4,False
1865,7064-FRRSW,Male,True,False,False,48,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,True,Electronic check,99.0,4744.35,False
1866,7940-UQQUG,Female,False,True,True,64,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,True,Bank transfer (automatic),104.4,6721.6,False
1867,0923-PNFUB,Female,False,False,False,3,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,False,Electronic check,83.75,247.25,True
1868,3961-SXAXY,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),44.05,44.05,False
1869,7010-BRBUU,Male,False,True,True,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),24.1,1734.65,False
1870,3566-HJGPK,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.55,45.55,False
1871,3062-ICYZQ,Female,False,True,True,51,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,93.8,4539.35,False
1872,9938-PRCVK,Female,False,True,True,41,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.7,804.25,False
1873,0973-KYVNF,Female,False,True,True,72,True,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,True,Credit card (automatic),70.65,5011.15,False
1874,5129-HHMZC,Female,False,True,False,43,True,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,False,Credit card (automatic),86.45,3574.5,False
1875,9637-CDTKZ,Male,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),114.1,8086.4,False
1876,3946-JEWRQ,Male,False,True,False,47,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,True,Credit card (automatic),95.2,4563.0,False
1877,7873-CVMAW,Male,False,False,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),88.55,6362.35,False
1878,0463-WZZKO,Male,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),20.75,67.1,False
1879,3494-JCHRQ,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.05,70.05,True
1880,6474-FVJLC,Male,False,False,False,2,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,86.0,165.45,True
1881,4524-QCSSM,Male,False,False,False,26,False,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),44.65,1156.55,False
1882,5832-EXGTT,Male,False,True,True,29,True,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,True,Mailed check,60.2,1834.15,False
1883,8840-DQLGN,Female,True,True,False,35,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,True,Bank transfer (automatic),100.5,3653.35,True
1884,2039-JONDJ,Male,False,False,False,27,True,No,DSL,Yes,Yes,No,No,No,No,One year,False,Bank transfer (automatic),55.45,1477.65,False
1885,7217-JYHOQ,Male,False,True,True,24,True,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,True,Credit card (automatic),70.3,1706.45,False
1886,6695-FRVEC,Male,False,True,True,67,True,No,DSL,Yes,No,Yes,Yes,No,No,Two year,True,Bank transfer (automatic),60.4,3953.7,False
1887,4547-LYTDD,Female,False,False,False,16,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,72.65,1194.3,True
1888,9894-QMIMJ,Female,False,False,False,23,True,No,DSL,No,Yes,Yes,No,No,No,One year,False,Bank transfer (automatic),55.8,1327.85,False
1889,8069-YQQAJ,Male,False,False,False,14,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,31.1,419.7,False
1890,6770-XUAGN,Female,False,True,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,21.0,21.0,True
1891,4193-ORFCL,Female,True,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,45.1,45.1,True
1892,1636-NTNCO,Male,True,False,False,4,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),50.95,207.35,False
1893,3466-WAESX,Male,False,False,True,16,True,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,69.1,1083.7,False
1894,9281-PKKZE,Female,False,True,False,46,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,43.95,2007.85,False
1895,3638-VBZTA,Male,False,False,True,68,True,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),86.5,5882.75,False
1896,7459-IMVYU,Male,False,False,False,38,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,False,Electronic check,69.95,2657.55,False
1897,7776-QWNFX,Male,True,True,False,30,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),50.4,1527.5,True
1898,6689-TCZHQ,Female,True,False,False,5,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,78.95,378.4,True
1899,8563-OYMQY,Male,False,False,False,17,True,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Credit card (automatic),90.95,1612.2,False
1900,0754-EEBDC,Male,False,True,True,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.9,76.65,False
1901,5777-ZPQNC,Female,False,False,False,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,20.15,260.7,False
1902,1951-IEYXM,Male,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),90.6,6441.85,False
1903,3318-NMQXL,Male,False,False,False,3,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,92.0,266.8,False
1904,3143-ILDAL,Male,False,False,False,56,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,True,Electronic check,94.45,5124.6,True
1905,1022-RKXDR,Female,False,False,False,41,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,24.85,962.25,False
1906,2361-FJWNO,Male,False,False,False,40,False,No phone service,DSL,No,Yes,No,Yes,No,No,One year,False,Credit card (automatic),36.0,1382.9,False
1907,2272-UOINI,Female,False,False,False,7,True,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,78.5,571.05,False
1908,8232-UTFOZ,Male,False,False,False,69,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.95,1399.35,False
1909,3750-YHRYO,Male,False,True,True,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.65,150.0,False
1910,6637-KYRCV,Female,False,True,True,5,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,30.5,167.2,False
1911,5668-MEISB,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),106.1,7657.4,False
1912,0129-QMPDR,Male,False,True,True,44,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),20.5,865.05,False
1913,7188-CBBBA,Female,False,False,False,65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,True,Electronic check,95.5,6153.85,False
1914,5356-CSVSQ,Female,False,False,False,3,True,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,False,Electronic check,64.6,174.2,False
1915,3221-CJMSG,Male,False,False,False,24,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Credit card (automatic),51.1,1269.6,False
1916,4720-VSTSI,Female,False,False,False,44,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),84.8,3862.55,True
1917,3219-JQRSL,Female,True,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),89.1,6352.4,False
1918,2801-NISEI,Male,False,False,False,24,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Electronic check,54.95,1348.5,False
1919,3946-MHCZW,Male,False,False,False,1,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,False,Mailed check,50.9,50.9,True
1920,4623-ZKHLY,Male,False,True,False,22,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.45,471.55,False
1921,6732-VAILE,Male,False,True,True,70,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),85.95,5931.75,False
1922,8201-AAXCB,Male,False,True,True,25,True,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,60.35,1404.65,False
1923,7696-CFTAT,Male,False,True,True,37,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.8,726.1,False
1924,1845-CSBRZ,Female,True,True,True,22,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Bank transfer (automatic),85.35,1961.6,False
1925,2123-VSCOT,Female,False,True,True,59,True,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,True,Bank transfer (automatic),72.1,4194.85,False
1926,6651-AZVTJ,Male,False,True,True,49,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,99.8,4872.45,True
1927,4566-GOLUK,Male,False,True,True,47,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),107.35,5118.95,True
1928,2484-DGXPZ,Female,False,True,True,31,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.55,658.95,True
1929,2018-QKYGT,Male,False,True,True,1,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,81.05,81.05,False
1930,2792-VPPET,Male,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,20.5,76.95,False
1931,7409-JURKQ,Female,False,True,False,53,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),111.8,5809.75,False
1932,3247-MHJKM,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.2,20.2,False
1933,1964-SVLEA,Male,False,False,False,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,19.7,415.9,False
1934,4587-NUKOX,Female,False,False,False,3,True,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,79.1,246.5,True
1935,7297-DVYGA,Female,False,False,False,51,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),19.85,996.95,False
1936,2239-CGBUZ,Female,False,True,False,51,True,No,DSL,Yes,Yes,No,Yes,No,No,One year,True,Bank transfer (automatic),60.5,3145.15,False
1937,0854-UYHZD,Female,False,True,True,13,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.55,265.3,False
1938,7243-LCGGZ,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.9,20.9,False
1939,8267-KFGYD,Male,False,False,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,21.05,21.05,False
1940,4890-VMUAV,Male,False,False,False,63,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,False,Electronic check,71.5,4576.3,False
1941,9261-WDCAF,Male,False,False,False,3,True,No,DSL,No,No,No,No,No,Yes,Month-to-month,False,Mailed check,54.65,189.1,False
1942,3764-MNMOI,Male,False,False,False,46,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.2,908.15,False
1943,7442-YGZFK,Male,False,False,False,1,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),49.8,49.8,False
1944,0420-BWTPW,Male,False,False,True,8,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,25.5,215.2,True
1945,8229-BUJHX,Female,False,True,True,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.5,1500.95,False
1946,7449-HVPIV,Male,False,True,True,55,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),90.4,5099.15,False
1947,5504-WSIUR,Female,False,False,False,70,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,True,Bank transfer (automatic),90.25,6385.95,False
1948,8183-ONMXC,Female,False,False,False,2,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,80.75,159.45,True
1949,8466-PZBLH,Male,False,True,True,67,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),104.6,6885.75,False
1950,9614-RMGHA,Male,False,True,False,65,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),91.85,5940.85,True
1951,8735-IJJEG,Male,False,True,False,14,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,False,Credit card (automatic),50.2,668.85,False
1952,0564-MUUQK,Female,False,True,True,20,True,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,True,Bank transfer (automatic),95.5,1916.2,False
1953,5054-IEXZT,Male,False,False,True,1,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,75.35,75.35,True
1954,5834-ASPWA,Male,False,False,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.45,75.45,True
1955,0701-RFGFI,Female,False,True,True,49,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),95.4,4613.95,False
1956,0019-EFAEP,Female,False,False,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,True,Bank transfer (automatic),101.3,7261.25,False
1957,5619-PTMIK,Female,False,True,False,46,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,53.1,2459.8,False
1958,3737-XBQDD,Male,False,False,False,24,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),84.85,2048.8,False
1959,5882-CMAZQ,Female,False,True,True,5,False,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,False,Electronic check,34.25,163.55,False
1960,5846-QFDFI,Female,False,True,True,33,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,False,Credit card (automatic),88.6,2888.7,False
1961,4445-KWOKW,Female,False,False,False,42,True,Yes,DSL,Yes,Yes,No,No,No,No,One year,True,Bank transfer (automatic),60.15,2421.6,False
1962,3511-APPBJ,Male,False,False,False,23,True,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),99.95,2292.75,False
1963,7967-HYCDE,Male,False,False,False,8,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),70.7,553.4,False
1964,2430-RRYUW,Male,False,False,False,66,True,No,DSL,Yes,Yes,No,No,No,No,One year,True,Mailed check,54.8,3465.7,False
1965,3948-XHGNA,Male,False,False,False,24,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),49.55,1210.4,True
1966,3723-BFBGR,Male,True,False,False,24,True,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,False,Credit card (automatic),54.8,1291.3,False
1967,0565-IYCGT,Male,False,False,False,69,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,True,Credit card (automatic),78.6,5356.45,True
1968,5447-WZAFP,Female,False,False,False,53,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Mailed check,100.3,5200.8,False
1969,5110-CHOPY,Female,False,False,False,60,False,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,False,Electronic check,53.6,3237.05,False
1970,5445-UTODQ,Female,False,True,False,7,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,81.1,576.65,True
1971,4425-OWHWB,Female,False,False,False,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),19.35,433.75,False
1972,7892-QVYKW,Female,False,True,True,23,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,85.6,1868.4,False
1973,9675-ICXCT,Male,False,True,True,72,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Electronic check,80.8,5728.55,False
1974,1024-VRZHF,Male,False,True,False,11,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.95,825.7,True
1975,4703-MQYKT,Male,False,False,False,21,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.6,390.4,False
1976,9497-QCMMS,Male,True,False,False,1,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.55,93.55,True
1977,5692-ICXLW,Male,True,False,False,31,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,90.7,2845.15,False
1978,0602-DDUML,Female,False,False,False,57,True,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,False,Mailed check,69.75,3894.4,False
1979,2208-MPXIO,Female,False,True,True,45,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.0,886.4,False
1980,1960-UYCNN,Male,False,False,False,10,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,95.25,1021.55,False
1981,0348-SDKOL,Female,False,True,False,58,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),102.1,5885.4,True
1982,3190-FZATL,Male,False,False,True,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.95,268.4,False
1983,7336-RLLRH,Male,False,True,False,27,True,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,False,Mailed check,80.85,2204.35,False
1984,4373-MAVJG,Female,False,True,True,14,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),90.9,1259.0,True
1985,8901-HJXTF,Female,False,True,True,12,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,False,Mailed check,29.2,309.1,True
1986,7710-JSYOA,Female,False,True,True,69,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,True,Bank transfer (automatic),93.3,6398.05,False
1987,5419-KLXBN,Female,False,True,True,25,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Bank transfer (automatic),89.15,2257.75,True
1988,3424-NMNBO,Male,True,True,False,58,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,108.85,6287.25,True
1989,9885-MFVSU,Female,False,True,True,35,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,True,Credit card (automatic),46.35,1662.05,False
1990,4514-GFCFI,Female,True,False,False,16,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,84.75,1350.15,True
1991,0607-MVMGC,Male,False,True,True,45,True,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,False,Credit card (automatic),78.75,3600.65,False
1992,3365-SAIGS,Female,False,False,False,17,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,83.55,1329.15,False
1993,9828-AOQLM,Female,False,True,True,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,45.7,45.7,True
1994,8022-BECSI,Male,False,False,False,22,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.6,422.5,False
1995,8000-REIQB,Female,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.95,69.95,True
1996,9993-LHIEB,Male,False,True,True,67,True,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,False,Mailed check,67.85,4627.65,False
1997,0266-CLZKZ,Female,False,True,True,67,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),105.65,6717.9,False
1998,7615-ESMYF,Female,False,True,False,2,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,44.6,97.1,True
1999,3858-VOBET,Male,False,False,False,23,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.95,1710.45,True
2000,7020-OZKXZ,Female,True,False,False,9,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Credit card (automatic),75.5,637.4,False
2001,3977-QCRSL,Female,False,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.15,117.95,False
2002,0017-DINOC,Male,False,False,False,54,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,False,Credit card (automatic),45.2,2460.55,False
2003,1447-PJGGA,Female,False,False,False,57,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,True,Electronic check,95.25,5464.65,True
